date,n1,n2,n3,n4,n5,s1,s2
17-Sep-19,22,37,43,44,45,1,12
13-Sep-19,1,12,27,42,47,6,7
10-Sep-19,3,22,25,30,49,3,6
06-Sep-19,10,13,22,40,48,2,5
03-Sep-19,7,11,38,39,44,7,10
30-Aug-19,25,27,45,46,49,4,6
27-Aug-19,8,26,35,43,47,1,9
23-Aug-19,4,17,35,42,45,2,8
20-Aug-19,20,22,23,24,37,1,4
16-Aug-19,9,10,27,37,42,1,5
13-Aug-19,13,29,31,33,40,2,3
09-Aug-19,2,14,35,41,42,10,11
06-Aug-19,12,13,29,36,38,4,12
02-Aug-19,13,22,33,44,50,2,5
30-Jul-19,15,20,23,27,40,3,6
26-Jul-19,2,5,27,37,42,3,10
23-Jul-19,1,14,19,23,38,3,7
19-Jul-19,13,14,17,26,28,2,7
16-Jul-19,3,5,13,18,39,7,8
12-Jul-19,2,31,39,45,47,4,8
09-Jul-19,7,29,32,36,41,6,7
05-Jul-19,2,9,20,34,42,6,9
02-Jul-19,11,19,29,44,45,8,12
28-Jun-19,1,3,16,33,49,2,11
25-Jun-19,6,26,27,34,46,1,9
21-Jun-19,5,8,9,25,39,3,7
18-Jun-19,12,24,37,40,44,3,7
14-Jun-19,1,13,30,31,39,2,7
11-Jun-19,25,27,39,42,46,11,12
07-Jun-19,1,4,16,20,34,2,5
04-Jun-19,9,31,32,39,41,2,8
31-May-19,1,23,24,26,35,1,11
28-May-19,7,19,20,28,29,1,5
24-May-19,5,16,23,30,49,6,7
21-May-19,32,33,34,39,47,8,12
17-May-19,16,28,42,43,45,6,7
14-May-19,10,14,17,25,50,2,10
10-May-19,1,4,27,45,48,1,7
07-May-19,7,20,26,32,47,2,11
03-May-19,2,9,20,27,43,5,6
30-Apr-19,5,12,20,26,48,2,11
26-Apr-19,14,33,35,47,50,9,11
23-Apr-19,18,23,27,42,44,2,7
19-Apr-19,7,8,32,41,49,5,11
16-Apr-19,1,8,15,44,49,2,11
12-Apr-19,1,28,35,36,46,6,9
09-Apr-19,18,21,29,38,41,1,11
05-Apr-19,1,7,10,29,45,3,5
02-Apr-19,2,9,16,26,36,6,7
29-Mar-19,13,23,26,32,47,6,10
26-Mar-19,12,19,23,43,47,2,6
22-Mar-19,4,17,26,30,43,6,11
19-Mar-19,1,6,9,34,47,7,12
15-Mar-19,3,15,24,42,46,9,12
12-Mar-19,5,7,13,19,31,2,9
08-Mar-19,17,18,19,24,40,4,8
05-Mar-19,6,10,16,39,46,8,11
01-Mar-19,6,9,19,26,31,11,12
26-Feb-19,3,15,29,35,47,3,4
22-Feb-19,3,27,29,33,50,3,7
19-Feb-19,1,8,18,19,39,7,9
15-Feb-19,15,27,34,38,49,2,10
12-Feb-19,6,34,36,41,50,1,5
08-Feb-19,11,12,13,39,46,7,10
05-Feb-19,14,25,31,37,43,2,3
01-Feb-19,3,21,26,41,46,1,6
29-Jan-19,14,24,26,32,39,3,8
25-Jan-19,1,6,13,15,16,6,10
22-Jan-19,9,23,29,41,49,8,10
18-Jan-19,5,6,16,30,46,5,10
15-Jan-19,22,25,29,33,35,3,6
11-Jan-19,1,19,31,39,48,1,6
08-Jan-19,3,19,22,31,32,2,11
04-Jan-19,7,11,19,27,37,6,10
01-Jan-19,1,8,11,25,28,4,6
28-Dec-18,13,16,34,35,45,10,12
25-Dec-18,4,5,8,31,43,2,9
21-Dec-18,2,12,15,34,50,3,4
18-Dec-18,1,9,18,39,48,5,7
14-Dec-18,12,29,38,42,44,2,12
11-Dec-18,4,7,13,23,42,1,3
07-Dec-18,11,17,26,37,48,1,10
04-Dec-18,19,20,21,42,45,8,9
30-Nov-18,3,10,12,23,26,1,12
27-Nov-18,4,16,17,18,32,2,11
23-Nov-18,5,8,25,26,30,3,10
20-Nov-18,6,19,39,45,48,7,12
16-Nov-18,9,10,13,28,41,1,12
13-Nov-18,2,7,10,13,42,3,6
09-Nov-18,14,17,32,37,49,11,12
06-Nov-18,14,24,36,40,43,2,9
02-Nov-18,5,15,17,37,44,7,11
30-Oct-18,17,23,27,43,44,1,12
26-Oct-18,5,18,21,31,35,6,9
23-Oct-18,1,2,5,21,32,2,12
19-Oct-18,1,3,29,47,48,3,12
16-Oct-18,15,28,37,40,42,1,6
12-Oct-18,4,9,12,31,43,5,8
09-Oct-18,3,12,36,44,45,8,11
05-Oct-18,8,16,24,26,35,3,11
02-Oct-18,7,17,29,37,45,3,11
28-Sep-18,2,4,8,27,50,2,9
25-Sep-18,6,15,20,30,38,4,7
21-Sep-18,5,7,21,25,37,3,4
18-Sep-18,3,8,10,32,45,4,12
14-Sep-18,1,3,33,40,45,3,4
11-Sep-18,9,18,32,38,46,2,3
07-Sep-18,4,23,27,31,50,1,8
04-Sep-18,5,14,28,30,47,4,11
31-Aug-18,4,30,31,38,42,4,6
28-Aug-18,4,16,32,42,46,8,12
24-Aug-18,3,14,31,36,50,1,12
21-Aug-18,16,23,42,43,49,10,12
17-Aug-18,2,15,18,24,43,8,12
14-Aug-18,1,15,18,25,31,9,11
10-Aug-18,18,20,36,43,44,3,9
07-Aug-18,16,28,29,30,36,8,10
03-Aug-18,7,26,36,38,43,6,12
31-Jul-18,20,25,34,42,45,6,11
27-Jul-18,11,17,22,23,41,6,11
24-Jul-18,2,4,23,39,40,3,9
20-Jul-18,2,15,40,43,46,3,6
17-Jul-18,4,6,27,48,50,1,11
13-Jul-18,1,4,14,21,49,2,12
10-Jul-18,3,8,26,33,45,7,10
06-Jul-18,8,30,33,38,48,2,10
03-Jul-18,1,12,15,29,48,3,5
29-Jun-18,15,21,23,40,48,3,12
26-Jun-18,15,16,20,34,50,4,7
22-Jun-18,14,25,39,41,44,2,8
19-Jun-18,7,19,26,42,50,4,9
15-Jun-18,23,26,33,38,49,1,12
12-Jun-18,7,21,23,36,38,6,8
08-Jun-18,8,19,32,43,46,2,8
05-Jun-18,9,15,22,39,46,4,5
01-Jun-18,17,18,24,29,40,4,5
29-May-18,6,11,20,38,43,2,4
25-May-18,13,15,16,28,41,4,5
22-May-18,1,11,37,41,48,8,12
18-May-18,5,8,10,13,31,3,6
15-May-18,4,16,20,31,39,2,12
11-May-18,3,22,34,49,50,8,11
08-May-18,17,25,35,39,44,2,5
04-May-18,6,12,23,39,45,9,12
01-May-18,6,15,17,42,48,4,6
27-Apr-18,12,24,40,41,46,5,12
24-Apr-18,20,23,28,30,44,3,7
20-Apr-18,3,16,25,39,44,7,11
17-Apr-18,15,27,33,39,50,4,6
13-Apr-18,5,25,34,48,50,6,7
10-Apr-18,14,27,39,46,48,11,12
06-Apr-18,1,29,33,45,47,4,8
03-Apr-18,3,8,16,40,43,5,8
30-Mar-18,12,17,28,35,47,7,11
27-Mar-18,17,20,23,40,46,9,10
23-Mar-18,5,7,11,46,50,8,11
20-Mar-18,26,29,37,39,44,9,11
16-Mar-18,4,17,24,27,31,10,11
13-Mar-18,9,11,13,33,49,6,12
09-Mar-18,9,14,21,32,44,1,12
06-Mar-18,15,20,26,31,44,2,9
02-Mar-18,2,7,34,45,48,1,12
27-Feb-18,3,31,41,48,50,8,11
23-Feb-18,10,17,18,28,47,3,7
20-Feb-18,6,14,19,25,29,5,11
16-Feb-18,10,12,23,32,50,4,10
13-Feb-18,10,13,17,21,44,1,10
09-Feb-18,22,31,36,38,44,1,11
06-Feb-18,8,17,28,34,38,6,12
02-Feb-18,14,34,36,39,48,2,3
30-Jan-18,11,15,21,27,35,4,5
26-Jan-18,6,15,24,28,48,4,9
23-Jan-18,5,6,9,23,24,7,8
19-Jan-18,3,8,17,44,50,2,7
16-Jan-18,20,23,31,34,46,3,12
12-Jan-18,13,21,23,30,45,4,6
09-Jan-18,6,12,15,38,49,2,9
05-Jan-18,2,5,20,38,41,4,8
02-Jan-18,10,20,21,28,48,1,8
29-Dec-17,4,8,22,23,48,1,12
26-Dec-17,4,17,30,43,44,2,10
22-Dec-17,5,24,30,31,43,3,6
19-Dec-17,8,15,30,38,46,4,7
15-Dec-17,25,30,31,42,50,2,11
12-Dec-17,20,37,39,44,50,4,8
08-Dec-17,4,22,30,32,34,3,4
05-Dec-17,11,36,43,44,48,2,7
01-Dec-17,5,24,29,35,46,11,12
28-Nov-17,1,6,12,18,42,2,7
24-Nov-17,19,24,28,30,50,3,10
21-Nov-17,2,10,14,28,31,5,7
17-Nov-17,20,26,35,36,42,5,12
14-Nov-17,14,16,39,40,41,8,10
10-Nov-17,13,22,29,36,37,1,9
07-Nov-17,7,19,20,37,41,2,12
03-Nov-17,5,12,17,33,41,4,9
31-Oct-17,1,12,36,43,46,3,5
27-Oct-17,3,16,23,32,39,1,4
24-Oct-17,9,11,13,27,33,7,10
20-Oct-17,4,17,23,27,30,3,8
17-Oct-17,13,17,19,26,36,2,3
13-Oct-17,23,29,37,45,50,5,11
10-Oct-17,4,21,34,36,37,3,6
06-Oct-17,1,9,15,19,25,1,7
03-Oct-17,6,24,32,48,50,1,5
29-Sep-17,7,18,19,32,48,3,7
26-Sep-17,1,29,40,41,48,6,12
22-Sep-17,6,11,31,39,42,1,3
19-Sep-17,1,8,21,30,45,2,3
15-Sep-17,13,18,37,44,49,9,12
12-Sep-17,10,17,27,29,35,4,11
08-Sep-17,9,24,42,47,49,1,5
05-Sep-17,6,9,18,28,29,1,9
01-Sep-17,3,7,8,14,49,5,8
29-Aug-17,4,12,15,32,38,1,5
25-Aug-17,1,5,7,15,47,9,12
22-Aug-17,3,10,12,17,27,3,5
18-Aug-17,2,24,39,42,45,2,8
15-Aug-17,10,14,30,35,46,4,10
11-Aug-17,18,28,39,46,48,5,12
08-Aug-17,15,25,26,40,41,4,5
04-Aug-17,29,30,36,40,41,2,9
01-Aug-17,14,21,24,29,30,8,10
28-Jul-17,5,9,29,31,41,2,4
25-Jul-17,12,14,43,44,48,2,11
21-Jul-17,1,8,9,26,49,5,9
18-Jul-17,1,25,27,41,45,5,7
14-Jul-17,11,14,20,21,47,7,10
11-Jul-17,14,22,26,42,50,8,10
07-Jul-17,11,20,35,37,45,3,6
04-Jul-17,10,22,25,37,49,5,8
30-Jun-17,17,35,39,47,50,6,8
27-Jun-17,9,17,21,28,45,1,3
23-Jun-17,3,4,21,31,38,3,7
20-Jun-17,11,18,26,43,44,8,10
16-Jun-17,15,17,38,41,42,9,12
13-Jun-17,3,12,22,27,49,4,11
09-Jun-17,9,20,27,39,43,10,11
06-Jun-17,20,22,25,37,40,3,7
02-Jun-17,8,10,24,33,42,3,9
30-May-17,7,12,27,38,48,6,9
26-May-17,5,7,26,36,39,2,10
23-May-17,8,15,25,27,42,1,4
19-May-17,9,11,12,19,30,4,9
16-May-17,8,11,15,20,30,3,8
12-May-17,2,20,28,29,44,3,9
09-May-17,8,12,16,22,26,6,7
05-May-17,3,7,30,35,43,1,3
02-May-17,6,19,23,25,27,11,12
28-Apr-17,14,20,25,30,39,2,8
25-Apr-17,9,11,19,32,43,3,9
21-Apr-17,2,13,16,22,49,4,5
18-Apr-17,17,22,31,38,45,5,12
14-Apr-17,4,14,20,23,33,6,10
11-Apr-17,5,21,22,31,49,2,8
07-Apr-17,2,10,19,35,50,6,7
04-Apr-17,1,9,24,33,34,2,6
31-Mar-17,17,24,26,28,45,4,12
28-Mar-17,9,13,31,33,46,6,10
24-Mar-17,2,17,21,27,34,5,9
21-Mar-17,1,20,23,44,47,4,11
17-Mar-17,6,10,19,29,36,3,9
14-Mar-17,3,5,21,36,44,3,6
10-Mar-17,31,36,38,47,49,8,11
07-Mar-17,6,37,41,48,50,4,5
03-Mar-17,2,11,29,30,47,1,12
28-Feb-17,10,20,31,35,42,2,12
24-Feb-17,2,4,13,22,43,8,9
21-Feb-17,13,19,41,45,49,3,4
17-Feb-17,19,25,33,36,48,2,9
14-Feb-17,2,10,24,40,44,3,10
10-Feb-17,7,21,26,35,43,2,9
07-Feb-17,4,10,31,38,44,8,10
03-Feb-17,3,4,15,46,50,5,9
31-Jan-17,3,4,17,23,44,6,9
27-Jan-17,17,20,28,45,48,5,9
24-Jan-17,1,5,7,17,23,3,8
20-Jan-17,10,17,27,31,49,3,5
17-Jan-17,4,16,25,43,47,2,10
13-Jan-17,3,7,16,26,50,4,7
10-Jan-17,2,11,29,35,44,4,9
06-Jan-17,10,14,18,21,49,9,11
03-Jan-17,19,23,27,34,49,1,11
30-Dec-16,8,10,22,29,47,1,3
27-Dec-16,3,22,25,32,39,7,12
23-Dec-16,4,16,20,39,46,2,5
20-Dec-16,13,15,17,21,27,2,3
16-Dec-16,6,10,30,41,45,4,11
13-Dec-16,14,28,29,48,50,2,8
09-Dec-16,6,12,28,37,40,1,5
06-Dec-16,1,7,11,27,45,4,9
02-Dec-16,6,11,23,31,32,2,12
29-Nov-16,21,26,27,28,38,9,11
25-Nov-16,5,11,17,23,28,10,11
22-Nov-16,5,10,33,34,47,2,10
18-Nov-16,3,12,27,32,47,6,8
15-Nov-16,7,15,36,42,48,3,7
11-Nov-16,3,22,23,38,49,2,9
08-Nov-16,5,9,47,49,50,8,9
04-Nov-16,7,11,12,44,48,3,7
01-Nov-16,6,10,20,29,37,1,9
28-Oct-16,10,16,19,23,43,2,8
25-Oct-16,3,15,20,21,28,1,5
21-Oct-16,9,20,23,44,48,8,10
18-Oct-16,2,17,21,25,27,6,9
14-Oct-16,7,13,19,31,34,1,11
11-Oct-16,5,12,20,24,37,4,11
07-Oct-16,2,12,20,27,30,9,11
04-Oct-16,4,7,14,34,38,4,11
30-Sep-16,17,35,37,43,44,2,10
27-Sep-16,6,9,13,39,41,2,12
23-Sep-16,14,16,39,42,49,3,9
20-Sep-16,1,4,10,41,45,6,9
16-Sep-16,5,8,14,22,32,2,11
13-Sep-16,4,7,16,35,44,1,3
09-Sep-16,4,11,15,17,28,1,3
06-Sep-16,12,24,30,34,45,7,10
02-Sep-16,8,16,32,40,50,2,11
30-Aug-16,13,16,29,35,42,6,8
26-Aug-16,1,9,28,30,48,7,8
23-Aug-16,2,23,31,37,45,4,8
19-Aug-16,5,6,22,25,34,5,7
16-Aug-16,2,26,34,37,46,4,8
12-Aug-16,2,15,28,36,50,2,11
09-Aug-16,12,19,43,44,45,5,10
05-Aug-16,16,19,24,35,37,2,7
02-Aug-16,2,8,27,38,46,2,6
29-Jul-16,1,21,26,40,50,2,4
26-Jul-16,3,10,13,45,49,2,11
22-Jul-16,7,24,26,37,45,5,9
19-Jul-16,19,24,28,36,37,3,6
15-Jul-16,2,11,13,14,21,1,8
12-Jul-16,3,7,26,33,41,2,10
08-Jul-16,8,12,18,33,44,4,8
05-Jul-16,1,10,29,38,48,3,4
01-Jul-16,2,11,13,40,50,1,10
28-Jun-16,26,32,37,43,49,4,5
24-Jun-16,11,19,27,28,39,3,10
21-Jun-16,5,17,32,35,49,1,5
17-Jun-16,1,7,18,27,43,4,8
14-Jun-16,13,34,39,42,50,9,11
10-Jun-16,14,21,35,42,43,7,9
07-Jun-16,19,26,35,45,49,2,5
03-Jun-16,7,23,31,33,39,6,10
31-May-16,6,12,26,30,48,6,7
27-May-16,13,25,27,43,46,4,8
24-May-16,16,17,23,34,37,6,9
20-May-16,9,14,30,41,45,4,9
17-May-16,15,27,32,36,39,3,10
13-May-16,7,15,28,31,42,10,11
10-May-16,2,26,27,40,49,5,10
06-May-16,32,34,40,45,48,1,10
03-May-16,8,23,24,34,38,3,7
29-Apr-16,4,5,25,28,43,6,11
26-Apr-16,10,17,31,32,42,2,5
22-Apr-16,17,26,32,34,43,2,10
19-Apr-16,11,14,15,27,44,2,7
15-Apr-16,13,14,32,37,48,1,7
12-Apr-16,1,5,9,22,38,2,10
08-Apr-16,6,8,26,43,49,6,10
05-Apr-16,3,5,9,19,40,2,5
01-Apr-16,2,16,23,25,49,6,9
29-Mar-16,1,4,19,25,36,3,11
25-Mar-16,12,19,36,42,43,5,8
22-Mar-16,12,15,26,42,49,5,8
18-Mar-16,14,19,21,24,49,5,11
15-Mar-16,5,7,10,34,44,2,10
11-Mar-16,1,21,26,40,43,6,9
08-Mar-16,1,8,9,14,23,1,7
04-Mar-16,9,14,16,23,40,1,5
01-Mar-16,4,7,13,28,37,10,11
26-Feb-16,5,13,15,33,50,9,11
23-Feb-16,23,25,32,37,42,1,11
19-Feb-16,13,14,30,32,39,3,9
16-Feb-16,3,10,22,37,50,6,10
12-Feb-16,3,20,28,31,49,2,5
09-Feb-16,6,9,13,28,37,4,5
05-Feb-16,3,27,32,41,46,4,8
02-Feb-16,6,9,10,21,36,2,6
29-Jan-16,1,5,23,29,32,1,7
26-Jan-16,15,24,38,40,48,2,9
22-Jan-16,10,12,27,30,47,8,9
19-Jan-16,2,30,38,43,46,2,7
15-Jan-16,10,19,38,43,46,1,11
12-Jan-16,1,2,10,30,44,1,8
08-Jan-16,5,26,33,35,40,3,8
05-Jan-16,6,10,31,36,39,6,10
01-Jan-16,4,37,38,39,44,4,7
29-Dec-15,5,20,31,32,36,6,7
25-Dec-15,3,10,25,27,40,3,9
22-Dec-15,18,19,20,40,41,7,10
18-Dec-15,6,22,26,29,48,5,6
15-Dec-15,8,11,23,27,35,4,11
11-Dec-15,3,5,21,40,43,6,11
08-Dec-15,12,17,29,38,48,9,11
04-Dec-15,8,17,18,27,39,1,7
01-Dec-15,2,15,25,35,45,8,10
27-Nov-15,16,29,30,37,50,6,8
24-Nov-15,9,14,16,17,26,10,11
20-Nov-15,4,30,34,46,49,7,8
17-Nov-15,6,7,23,37,38,10,11
13-Nov-15,10,17,18,33,40,2,8
10-Nov-15,6,13,18,39,43,2,8
06-Nov-15,3,17,26,38,40,4,10
03-Nov-15,8,27,39,46,49,2,6
30-Oct-15,8,13,17,21,34,6,7
27-Oct-15,11,12,20,25,36,6,9
23-Oct-15,7,25,30,32,39,2,8
20-Oct-15,17,19,21,30,45,8,10
16-Oct-15,7,28,29,43,48,3,10
13-Oct-15,12,15,26,29,47,3,11
09-Oct-15,1,40,42,43,47,9,11
06-Oct-15,11,20,22,29,32,1,8
02-Oct-15,7,18,21,32,35,2,11
29-Sep-15,11,14,26,29,49,3,9
25-Sep-15,13,14,23,30,37,2,8
22-Sep-15,14,23,26,27,29,7,10
18-Sep-15,7,29,33,34,39,7,8
15-Sep-15,8,15,17,44,49,5,8
11-Sep-15,10,18,19,29,50,1,9
08-Sep-15,14,16,39,40,42,1,4
04-Sep-15,8,9,27,45,50,8,10
01-Sep-15,6,19,21,27,45,1,8
28-Aug-15,11,29,30,31,34,4,7
25-Aug-15,27,31,33,42,50,2,5
21-Aug-15,4,16,18,43,47,6,10
18-Aug-15,7,10,11,12,19,2,9
14-Aug-15,4,7,39,44,45,3,5
11-Aug-15,2,3,8,15,16,4,11
07-Aug-15,1,5,21,39,44,4,11
04-Aug-15,10,15,39,45,50,9,10
31-Jul-15,16,21,34,40,50,6,9
28-Jul-15,23,32,36,43,49,7,8
24-Jul-15,2,9,21,35,46,2,11
21-Jul-15,14,20,27,29,44,7,10
17-Jul-15,1,21,22,43,48,7,9
14-Jul-15,6,18,19,34,36,1,8
10-Jul-15,5,8,15,35,41,4,5
07-Jul-15,6,7,18,33,41,3,10
03-Jul-15,11,12,15,18,44,3,9
30-Jun-15,11,15,28,34,37,1,8
26-Jun-15,3,6,10,19,24,5,7
23-Jun-15,4,16,22,38,49,6,9
19-Jun-15,7,14,20,31,42,3,9
16-Jun-15,10,15,16,36,37,3,9
12-Jun-15,5,8,10,11,37,7,9
09-Jun-15,5,9,17,32,34,6,8
05-Jun-15,2,7,8,45,48,1,9
02-Jun-15,7,23,29,37,41,1,8
29-May-15,3,4,20,45,48,6,8
26-May-15,5,6,7,21,24,5,6
22-May-15,18,24,35,44,45,5,11
19-May-15,26,30,31,35,37,8,11
15-May-15,5,35,42,44,47,8,9
12-May-15,14,29,30,40,46,3,6
08-May-15,7,14,19,47,49,3,10
05-May-15,1,10,17,20,42,8,9
01-May-15,3,19,20,25,26,6,10
28-Apr-15,24,26,28,36,45,7,10
24-Apr-15,5,19,29,31,40,3,10
21-Apr-15,6,14,17,42,45,1,8
17-Apr-15,2,24,30,34,39,8,11
14-Apr-15,24,32,34,35,49,1,2
10-Apr-15,22,23,25,30,43,5,9
07-Apr-15,18,25,39,44,50,5,8
03-Apr-15,27,29,37,39,49,2,4
31-Mar-15,8,20,24,28,49,8,9
27-Mar-15,2,30,32,39,44,6,10
24-Mar-15,10,24,26,39,40,3,10
20-Mar-15,3,14,37,42,48,1,10
17-Mar-15,11,23,26,38,44,1,8
13-Mar-15,4,5,18,22,23,1,3
10-Mar-15,2,6,23,30,31,2,10
06-Mar-15,23,30,47,49,50,2,7
03-Mar-15,6,8,11,13,21,7,8
27-Feb-15,5,14,17,25,47,9,10
24-Feb-15,3,25,28,34,50,1,11
20-Feb-15,4,10,14,37,46,4,7
17-Feb-15,2,5,18,30,43,1,10
13-Feb-15,12,24,39,42,44,3,11
10-Feb-15,13,17,20,30,45,9,10
06-Feb-15,10,26,30,39,50,7,8
03-Feb-15,17,31,33,44,50,7,11
30-Jan-15,9,13,15,19,24,3,8
27-Jan-15,5,10,31,33,40,8,10
23-Jan-15,6,29,30,38,45,1,8
20-Jan-15,15,33,41,44,47,8,10
16-Jan-15,29,30,32,34,46,3,6
13-Jan-15,8,17,21,31,34,9,10
09-Jan-15,6,21,24,32,45,1,11
06-Jan-15,14,20,30,38,49,3,4
02-Jan-15,22,24,25,28,49,3,6
30-Dec-14,6,18,39,44,50,8,11
26-Dec-14,17,26,27,45,49,2,3
23-Dec-14,8,9,19,25,49,2,10
19-Dec-14,23,29,31,39,44,5,8
16-Dec-14,3,7,12,13,25,5,8
12-Dec-14,2,15,28,31,37,4,6
09-Dec-14,1,3,31,42,46,4,11
05-Dec-14,5,8,37,47,48,2,3
02-Dec-14,3,15,25,44,49,1,9
28-Nov-14,6,10,15,23,41,4,10
25-Nov-14,3,7,25,32,36,1,6
21-Nov-14,4,7,28,32,37,5,10
18-Nov-14,2,3,17,36,38,4,11
14-Nov-14,17,32,36,38,48,5,8
11-Nov-14,2,14,21,36,46,7,11
07-Nov-14,13,25,32,38,46,1,10
04-Nov-14,1,6,13,17,26,3,5
31-Oct-14,10,13,20,33,41,3,9
28-Oct-14,10,15,17,40,45,1,2
24-Oct-14,3,9,20,30,42,1,6
21-Oct-14,20,21,27,33,40,3,10
17-Oct-14,1,13,40,48,49,8,10
14-Oct-14,4,5,15,23,32,3,7
10-Oct-14,6,29,42,45,47,9,10
07-Oct-14,9,21,28,30,38,1,8
03-Oct-14,4,13,23,48,50,5,10
30-Sep-14,3,13,15,33,42,5,7
26-Sep-14,13,27,35,46,47,1,2
23-Sep-14,12,13,14,29,35,1,7
19-Sep-14,6,8,34,38,48,3,9
16-Sep-14,4,29,30,35,50,2,4
12-Sep-14,9,13,26,31,33,7,11
09-Sep-14,8,15,19,24,35,8,10
05-Sep-14,1,18,23,46,50,3,9
02-Sep-14,5,25,31,39,45,1,8
29-Aug-14,2,9,26,32,38,3,6
26-Aug-14,10,22,36,45,48,4,11
22-Aug-14,4,17,29,35,49,1,2
19-Aug-14,4,7,11,34,47,7,8
15-Aug-14,4,5,21,23,30,8,10
12-Aug-14,7,16,19,22,33,2,5
08-Aug-14,21,29,35,43,46,1,9
05-Aug-14,5,7,19,21,42,5,11
01-Aug-14,24,44,46,48,50,5,10
29-Jul-14,10,23,35,40,43,3,9
25-Jul-14,9,10,12,24,43,5,9
22-Jul-14,1,24,43,45,50,5,8
18-Jul-14,1,11,29,41,43,3,11
15-Jul-14,15,18,20,27,34,1,3
11-Jul-14,5,22,35,38,49,4,7
08-Jul-14,8,18,22,24,27,4,11
04-Jul-14,4,18,39,43,47,2,6
01-Jul-14,18,22,25,27,39,5,10
27-Jun-14,31,33,34,39,45,2,10
24-Jun-14,1,7,20,21,48,4,7
20-Jun-14,5,15,25,38,49,1,2
17-Jun-14,11,13,37,40,48,8,9
13-Jun-14,16,18,22,28,46,9,11
10-Jun-14,12,18,21,32,33,1,11
06-Jun-14,7,25,34,40,49,9,11
03-Jun-14,2,15,32,39,44,5,10
30-May-14,5,24,27,41,45,6,7
27-May-14,7,13,16,25,26,1,6
23-May-14,3,8,31,34,47,9,11
20-May-14,5,33,36,38,47,4,9
16-May-14,23,26,29,37,40,3,4
13-May-14,4,13,30,34,47,2,6
09-May-14,3,21,26,28,45,7,10
06-May-14,5,19,24,31,37,1,9
02-May-14,4,30,31,38,42,2,11
29-Apr-14,18,23,26,35,44,3,11
25-Apr-14,13,21,24,44,49,1,9
22-Apr-14,13,15,20,24,46,1,8
18-Apr-14,21,24,31,39,47,3,7
15-Apr-14,3,14,26,47,50,7,11
11-Apr-14,8,12,19,30,33,4,11
08-Apr-14,11,18,29,42,49,4,11
04-Apr-14,6,10,28,45,50,10,11
01-Apr-14,16,18,26,38,44,8,10
28-Mar-14,3,4,19,28,43,3,7
25-Mar-14,7,20,26,28,50,2,8
21-Mar-14,7,30,37,39,42,5,7
18-Mar-14,8,27,34,36,39,5,10
14-Mar-14,6,24,25,27,30,5,9
11-Mar-14,1,4,23,33,44,7,8
07-Mar-14,5,10,38,40,41,1,8
04-Mar-14,3,5,22,27,44,1,6
28-Feb-14,12,32,38,43,44,2,7
25-Feb-14,21,25,28,35,42,4,6
21-Feb-14,13,17,28,30,32,5,7
18-Feb-14,23,26,36,37,49,6,7
14-Feb-14,2,4,6,19,39,2,7
11-Feb-14,8,17,25,41,47,1,2
07-Feb-14,3,17,19,46,47,9,10
04-Feb-14,1,21,33,37,38,4,8
31-Jan-14,8,10,15,16,31,8,9
28-Jan-14,18,20,23,42,48,2,9
24-Jan-14,5,19,34,35,41,1,5
21-Jan-14,4,12,35,42,48,5,8
17-Jan-14,19,26,32,33,42,4,10
14-Jan-14,18,20,25,26,37,10,11
10-Jan-14,1,2,11,27,29,1,10
07-Jan-14,2,20,27,33,45,6,10
03-Jan-14,3,27,31,38,44,3,8
31-Dec-13,13,20,24,29,45,3,7
27-Dec-13,1,6,13,22,28,5,10
24-Dec-13,5,19,31,43,50,2,6
20-Dec-13,12,13,17,22,43,3,10
17-Dec-13,6,8,27,37,41,7,10
13-Dec-13,1,22,23,24,31,6,11
10-Dec-13,6,24,35,49,50,1,7
06-Dec-13,1,2,18,31,36,7,10
03-Dec-13,6,13,15,29,32,2,9
29-Nov-13,2,7,10,23,43,4,7
26-Nov-13,19,23,27,42,44,3,5
22-Nov-13,13,25,26,40,50,8,9
19-Nov-13,14,15,19,36,45,1,10
15-Nov-13,3,13,15,29,42,1,4
12-Nov-13,14,29,37,40,48,2,11
08-Nov-13,20,28,35,42,43,8,10
05-Nov-13,6,12,13,35,38,2,3
01-Nov-13,7,19,29,30,33,3,8
29-Oct-13,9,10,30,32,37,2,6
25-Oct-13,2,3,10,31,38,6,10
22-Oct-13,29,33,39,41,44,9,11
18-Oct-13,5,25,36,46,47,2,6
15-Oct-13,18,27,39,43,47,4,7
11-Oct-13,6,12,17,23,43,5,9
08-Oct-13,23,24,26,33,42,3,5
04-Oct-13,6,20,24,35,50,5,10
01-Oct-13,19,23,25,44,48,8,9
27-Sep-13,11,15,38,41,43,2,6
24-Sep-13,10,20,26,28,43,9,11
20-Sep-13,5,11,35,38,45,2,3
17-Sep-13,13,17,21,42,44,9,11
13-Sep-13,4,6,14,27,33,5,10
10-Sep-13,7,11,14,28,30,2,10
06-Sep-13,11,23,25,32,37,4,7
03-Sep-13,5,9,16,18,42,7,9
30-Aug-13,2,17,25,36,45,5,9
27-Aug-13,7,30,38,40,43,2,6
23-Aug-13,1,6,26,30,37,5,8
20-Aug-13,5,11,42,49,50,8,11
16-Aug-13,20,24,27,37,39,5,10
13-Aug-13,5,17,20,47,50,1,4
09-Aug-13,4,7,9,23,24,8,9
06-Aug-13,16,17,31,47,49,3,11
02-Aug-13,21,36,37,42,48,4,7
